Date,Q,Salt,Temp,Trace_1
01/01/2013 08:00:00,9.82,61.4,27.44,1
01/01/2013 11:00:00,9.82,61.4,27.64,1
01/01/2013 14:00:00,9.82,61.4,27.98,1
01/01/2013 17:00:00,9.82,61.4,28.13,1
01/01/2013 20:00:00,9.82,61.4,28.01,1
01/01/2013 23:00:00,9.82,61.4,27.82,1
02/01/2013 02:00:00,9.82,61.4,27.64,1
02/01/2013 05:00:00,9.82,61.4,27.46,1
02/01/2013 08:00:00,9.82,61.4,27.35,1
02/01/2013 11:00:00,9.82,61.4,27.49,1
02/01/2013 14:00:00,9.82,61.4,27.79,1
02/01/2013 17:00:00,9.82,61.4,28,1
02/01/2013 20:00:00,9.82,61.4,27.89,1
02/01/2013 23:00:00,9.82,61.4,27.69,1
03/01/2013 02:00:00,9.82,61.4,27.48,1
03/01/2013 05:00:00,9.82,61.4,27.28,1
03/01/2013 08:00:00,9.82,61.4,27.15,1
03/01/2013 11:00:00,9.82,61.4,27.26,1
03/01/2013 14:00:00,9.82,61.4,27.48,1
03/01/2013 17:00:00,9.82,61.4,27.57,1
03/01/2013 20:00:00,9.82,61.4,27.39,1
03/01/2013 23:00:00,9.82,61.4,27.11,1
04/01/2013 02:00:00,9.82,61.4,26.85,1
04/01/2013 05:00:00,9.82,61.4,26.63,1
04/01/2013 08:00:00,9.82,61.4,26.48,1
04/01/2013 11:00:00,9.82,61.4,26.61,1
04/01/2013 14:00:00,9.82,61.4,26.92,1
04/01/2013 17:00:00,9.82,61.4,27.06,1
04/01/2013 20:00:00,9.82,61.4,26.89,1
04/01/2013 23:00:00,9.82,61.4,26.6,1
05/01/2013 02:00:00,9.82,61.4,26.38,1
05/01/2013 05:00:00,9.82,61.4,26.18,1
05/01/2013 08:00:00,9.82,61.4,26.11,1
05/01/2013 11:00:00,9.82,61.4,26.42,1
05/01/2013 14:00:00,9.82,61.4,26.83,1
05/01/2013 17:00:00,9.82,61.4,27.05,1
05/01/2013 20:00:00,9.82,61.4,26.95,1
05/01/2013 23:00:00,9.82,61.4,26.7,1
06/01/2013 02:00:00,9.82,61.4,26.51,1
06/01/2013 05:00:00,9.82,61.4,26.4,1
06/01/2013 08:00:00,9.82,61.4,26.36,1
