Date,Q,Salt,Temp,Trace_1
01/01/2015 08:00:00,2.5,61.4,23.41,1
01/01/2015 11:00:00,2.5,61.4,23.65,1
01/01/2015 14:00:00,2.5,61.4,24.01,1
01/01/2015 17:00:00,2.5,61.4,24.17,1
01/01/2015 20:00:00,2.5,61.4,24.02,1
01/01/2015 23:00:00,2.5,61.4,23.8,1
02/01/2015 02:00:00,2.5,61.4,23.64,1
02/01/2015 05:00:00,2.5,61.4,23.52,1
02/01/2015 08:00:00,2.5,61.4,23.52,1
02/01/2015 11:00:00,2.5,61.4,23.74,1
02/01/2015 14:00:00,2.5,61.4,23.95,1
02/01/2015 17:00:00,2.5,61.4,24.08,1
02/01/2015 20:00:00,2.5,61.4,23.84,1
02/01/2015 23:00:00,2.5,61.4,23.49,1
03/01/2015 02:00:00,2.5,61.4,23.28,1
03/01/2015 05:00:00,2.5,61.4,23.14,1
03/01/2015 08:00:00,2.5,61.4,23.14,1
03/01/2015 11:00:00,2.5,61.4,23.52,1
03/01/2015 14:00:00,2.5,61.4,23.94,1
03/01/2015 17:00:00,2.5,61.4,24.12,1
03/01/2015 20:00:00,2.5,61.4,23.88,1
03/01/2015 23:00:00,2.5,61.4,23.61,1
04/01/2015 02:00:00,2.5,61.4,23.44,1
04/01/2015 05:00:00,2.5,61.4,23.24,1
04/01/2015 08:00:00,2.5,61.4,23.19,1
04/01/2015 11:00:00,2.5,61.4,23.55,1
04/01/2015 14:00:00,2.5,61.4,24,1
04/01/2015 17:00:00,2.5,61.4,24.23,1
04/01/2015 20:00:00,2.5,61.4,24.07,1
04/01/2015 23:00:00,2.5,61.4,23.82,1
05/01/2015 02:00:00,2.5,61.4,23.67,1
05/01/2015 05:00:00,2.5,61.4,23.51,1
05/01/2015 08:00:00,2.5,61.4,23.5,1
05/01/2015 11:00:00,2.5,61.4,23.83,1
05/01/2015 14:00:00,2.5,61.4,24.25,1
05/01/2015 17:00:00,2.5,61.4,24.61,1
05/01/2015 20:00:00,2.5,61.4,24.59,1
05/01/2015 23:00:00,2.5,61.4,24.48,1
06/01/2015 02:00:00,2.5,61.4,24.37,1
