Date,Q,Salt,Temp,Trace_1
01/01/2013 08:00:00,3,35.82,28.44,1
01/01/2013 11:00:00,3,35.81,28.64,1
01/01/2013 14:00:00,3,35.8,28.98,1
01/01/2013 17:00:00,3,35.8,29.13,1
01/01/2013 20:00:00,3,35.8,29.01,1
01/01/2013 23:00:00,3,35.8,28.82,1
02/01/2013 02:00:00,3,35.8,28.64,1
02/01/2013 05:00:00,3,35.8,28.46,1
02/01/2013 08:00:00,3,35.81,28.35,1
02/01/2013 11:00:00,3,35.81,28.49,1
02/01/2013 14:00:00,3,35.81,28.79,1
02/01/2013 17:00:00,3,35.82,29,1
02/01/2013 20:00:00,3,35.83,28.89,1
02/01/2013 23:00:00,3,35.83,28.69,1
03/01/2013 02:00:00,3,35.83,28.48,1
03/01/2013 05:00:00,3,35.84,28.28,1
03/01/2013 08:00:00,3,35.84,28.15,1
03/01/2013 11:00:00,3,35.85,28.26,1
03/01/2013 14:00:00,3,35.86,28.48,1
03/01/2013 17:00:00,3,35.86,28.57,1
03/01/2013 20:00:00,3,35.87,28.39,1
03/01/2013 23:00:00,3,35.86,28.11,1
04/01/2013 02:00:00,3,35.86,27.85,1
04/01/2013 05:00:00,3,35.86,27.63,1
04/01/2013 08:00:00,3,35.85,27.48,1
04/01/2013 11:00:00,3,35.84,27.61,1
04/01/2013 14:00:00,3,35.84,27.92,1
04/01/2013 17:00:00,3,35.84,28.06,1
04/01/2013 20:00:00,3,35.84,27.89,1
04/01/2013 23:00:00,3,35.84,27.6,1
05/01/2013 02:00:00,3,35.83,27.38,1
05/01/2013 05:00:00,3,35.83,27.18,1
05/01/2013 08:00:00,3,35.83,27.11,1
05/01/2013 11:00:00,3,35.82,27.42,1
05/01/2013 14:00:00,3,35.82,27.83,1
05/01/2013 17:00:00,3,35.82,28.05,1
05/01/2013 20:00:00,3,35.81,27.95,1
05/01/2013 23:00:00,3,35.8,27.7,1
06/01/2013 02:00:00,3,35.8,27.51,1
06/01/2013 05:00:00,3,35.8,27.4,1
06/01/2013 08:00:00,3,35.79,27.36,1
06/01/2013 11:00:00,3,35.8,27.59,1
06/01/2013 14:00:00,3,35.8,27.78,1
06/01/2013 17:00:00,3,35.8,28.05,1
06/01/2013 20:00:00,3,35.8,28.17,1
06/01/2013 23:00:00,3,35.81,28.17,1
07/01/2013 02:00:00,3,35.82,28.15,1
07/01/2013 05:00:00,3,35.83,28.11,1
07/01/2013 08:00:00,3,35.83,28.12,1
07/01/2013 11:00:00,3,35.83,28.33,1
07/01/2013 14:00:00,3,35.84,28.63,1
07/01/2013 17:00:00,3,35.85,28.86,1
07/01/2013 20:00:00,3,35.85,28.95,1
07/01/2013 23:00:00,3,35.86,28.95,1
08/01/2013 02:00:00,3,35.86,28.91,1
08/01/2013 05:00:00,3,35.87,28.84,1
08/01/2013 08:00:00,3,35.87,28.81,1
08/01/2013 11:00:00,3,35.88,29.04,1
08/01/2013 14:00:00,3,35.88,29.26,1
08/01/2013 17:00:00,3,35.89,29.44,1
08/01/2013 20:00:00,3,35.89,29.42,1
08/01/2013 23:00:00,3,35.89,29.23,1
09/01/2013 02:00:00,3,35.89,28.98,1
09/01/2013 05:00:00,3,35.88,28.73,1
09/01/2013 08:00:00,3,35.87,28.55,1
09/01/2013 11:00:00,3,35.86,28.59,1
09/01/2013 14:00:00,3,35.85,28.77,1
09/01/2013 17:00:00,3,35.83,28.75,1
09/01/2013 20:00:00,3,35.82,28.45,1
09/01/2013 23:00:00,3,35.81,28.11,1
10/01/2013 02:00:00,3,35.82,27.86,1
10/01/2013 05:00:00,3,35.81,27.66,1
10/01/2013 08:00:00,3,35.81,27.58,1
10/01/2013 11:00:00,3,35.82,27.75,1
10/01/2013 14:00:00,3,35.81,28.06,1
10/01/2013 17:00:00,3,35.79,28.06,1
10/01/2013 20:00:00,3,35.77,27.71,1
10/01/2013 23:00:00,3,35.77,27.38,1
11/01/2013 02:00:00,3,35.78,27.16,1
11/01/2013 05:00:00,3,35.79,26.99,1
11/01/2013 08:00:00,3,35.8,26.91,1
11/01/2013 11:00:00,3,35.81,27.14,1
11/01/2013 14:00:00,3,35.81,27.54,1
11/01/2013 17:00:00,3,35.81,27.78,1
11/01/2013 20:00:00,3,35.82,27.63,1
11/01/2013 23:00:00,3,35.82,27.41,1
12/01/2013 02:00:00,3,35.82,27.16,1
12/01/2013 05:00:00,3,35.83,26.91,1
12/01/2013 08:00:00,3,35.83,26.79,1
12/01/2013 11:00:00,3,35.83,26.98,1
12/01/2013 14:00:00,3,35.82,27.38,1
12/01/2013 17:00:00,3,35.81,27.58,1
12/01/2013 20:00:00,3,35.81,27.52,1
12/01/2013 23:00:00,3,35.81,27.32,1
13/01/2013 02:00:00,3,35.81,27.12,1
13/01/2013 05:00:00,3,35.82,26.96,1
13/01/2013 08:00:00,3,35.82,26.89,1
13/01/2013 11:00:00,3,35.82,27.06,1
13/01/2013 14:00:00,3,35.81,27.3,1
13/01/2013 17:00:00,3,35.81,27.37,1
13/01/2013 20:00:00,3,35.82,27.37,1
13/01/2013 23:00:00,3,35.82,27.31,1
14/01/2013 02:00:00,3,35.83,27.27,1
14/01/2013 05:00:00,3,35.82,27.21,1
14/01/2013 08:00:00,3,35.83,27.2,1
14/01/2013 11:00:00,3,35.83,27.4,1
14/01/2013 14:00:00,3,35.83,27.8,1
14/01/2013 17:00:00,3,35.83,28.09,1
14/01/2013 20:00:00,3,35.83,28.16,1
14/01/2013 23:00:00,3,35.83,28.14,1
15/01/2013 02:00:00,3,35.83,28.12,1
15/01/2013 05:00:00,3,35.84,28.1,1
15/01/2013 08:00:00,3,35.84,28.1,1
15/01/2013 11:00:00,3,35.84,28.31,1
15/01/2013 14:00:00,3,35.83,28.66,1
15/01/2013 17:00:00,3,35.82,28.93,1
15/01/2013 20:00:00,3,35.82,28.96,1
15/01/2013 23:00:00,3,35.81,28.81,1
16/01/2013 02:00:00,3,35.81,28.61,1
16/01/2013 05:00:00,3,35.8,28.37,1
16/01/2013 08:00:00,3,35.8,28.15,1
16/01/2013 11:00:00,3,35.8,28.1,1
16/01/2013 14:00:00,3,35.8,28.2,1
16/01/2013 17:00:00,3,35.8,28.24,1
16/01/2013 20:00:00,3,35.8,28.13,1
16/01/2013 23:00:00,3,35.81,27.94,1
17/01/2013 02:00:00,3,35.82,27.75,1
17/01/2013 05:00:00,3,35.82,27.56,1
17/01/2013 08:00:00,3,35.83,27.39,1
17/01/2013 11:00:00,3,35.82,27.48,1
17/01/2013 14:00:00,3,35.82,27.76,1
17/01/2013 17:00:00,3,35.83,27.86,1
17/01/2013 20:00:00,3,35.83,27.62,1
17/01/2013 23:00:00,3,35.84,27.27,1
18/01/2013 02:00:00,3,35.85,26.98,1
18/01/2013 05:00:00,3,35.86,26.73,1
18/01/2013 08:00:00,3,35.86,26.65,1
18/01/2013 11:00:00,3,35.86,26.88,1
18/01/2013 14:00:00,3,35.86,27.28,1
18/01/2013 17:00:00,3,35.86,27.49,1
18/01/2013 20:00:00,3,35.87,27.39,1
18/01/2013 23:00:00,3,35.87,27.14,1
19/01/2013 02:00:00,3,35.88,26.86,1
